ANO;Índice de Desenvolvimento Humano 2010;Desigualdade de Renda;Educação Compulsória;Expectativa de Vida;Mortalidade antes dos 5 Anos;Município;Número de registros;População;Proporção de Educação Universitária;Região;Renda Per Capita;Rendimento de Trabalho;Taxa de Dependência;Unidade Federativa;Índice de Desenvolvimento Humano;Índice de Educação;Índice de Longevidade;Índice de Renda
2000;0;0,57;6,31;69,25;0,03244;Floresta Do Araguaia;1;14144;0,3307;Norte;181,76;87,81;0,7362;Pará;0,411;0,188;0,738;0,502
2010;0,583;0,62;7,98;72,52;0,02142;Floresta Do Araguaia;1;17751;0,2454;Norte;283,57;77,09;0,5766;Pará;0,583;0,437;0,792;0,573
1991;0;0,45;2,55;58,34;0,091;Garrafão Do Norte;1;20338;0,646;Norte;111,26;94,52;1,0659;Pará;0,183;0,026;0,556;0,423
2000;0;0,59;4,08;64,87;0,04883;Garrafão Do Norte;1;23446;0,4941;Norte;140,56;84,83;0,9522;Pará;0,331;0,118;0,665;0,461
2010;0,526;0,55;7;70,75;0,02656;Garrafão Do Norte;1;24893;0,3962;Norte;229,91;70,36;0,6999;Pará;0,526;0,353;0,763;0,54
1991;0;0,51;6,06;60,13;0,08049;Goianésia Do Pará;1;12115;0,586;Norte;198,38;95,41;0,97;Pará;0,235;0,043;0,586;0,516
2000;0;0,6;5,14;66,79;0,0412;Goianésia Do Pará;1;22137;0,3821;Norte;286,06;92,21;0,7463;Pará;0,422;0,188;0,697;0,575
2010;0,56;0,54;7,3;69,58;0,03031;Goianésia Do Pará;1;30335;0,2995;Norte;303,9;79,11;0,5691;Pará;0,56;0,404;0,743;0,585
1991;0;0,49;3,04;60,88;0,07632;Gurupá;1;18824;0,5531;Norte;119,7;94,4;1,123;Pará;0,209;0,035;0,598;0,435
2000;0;0,54;4,72;67,97;0,03686;Gurupá;1;22808;0,431;Norte;147,93;86,03;0,9952;Pará;0,349;0,127;0,716;0,469
2010;0,509;0,56;6,23;71,59;0,02404;Gurupá;1;29006;0,3365;Norte;191,06;71,36;0,813;Pará;0,509;0,333;0,777;0,51
1991;0;0,56;5,28;59,64;0,08331;Igarapé-Açu;1;27033;0,3987;Norte;171;83,83;0,9719;Pará;0,341;0,14;0,577;0,492
2000;0;0,53;6,66;66,84;0,041;Igarapé-Açu;1;32165;0,2792;Norte;177,11;75,38;0,7582;Pará;0,459;0,278;0,697;0,498
2010;0,595;0,56;8,47;69,55;0,03041;Igarapé-Açu;1;35815;0,2042;Norte;293,71;63,88;0,5727;Pará;0,595;0,49;0,743;0,579
1991;0;0,49;4,38;64,35;0,05862;Igarapé-Miri;1;41388;0,3921;Norte;142,56;92,22;1,0956;Pará;0,322;0,11;0,656;0,463
2000;0;0,52;5,01;67,85;0,03729;Igarapé-Miri;1;52312;0,3208;Norte;164,45;81,96;0,8579;Pará;0,416;0,207;0,714;0,486
2010;0,547;0,53;7,27;71,18;0,02526;Igarapé-Miri;1;57744;0,2465;Norte;196,34;70,29;0,6398;Pará;0,547;0,413;0,77;0,514
1991;0;0,46;3,73;63,51;0,06266;Ipixuna Do Pará;1;9534;0,547;Norte;147,51;93,07;1,0005;Pará;0,268;0,064;0,642;0,468
2000;0;0,59;4,33;67,39;0,03893;Ipixuna Do Pará;1;24766;0,4471;Norte;144,75;80,6;0,8274;Pará;0,317;0,097;0,707;0,465
2010;0,489;0,57;6,21;70,44;0,02751;Ipixuna Do Pará;1;51234;0,2957;Norte;188,48;76,89;0,6067;Pará;0,489;0,304;0,757;0,508
1991;0;0,46;4,43;63,66;0,06192;Irituia;1;30974;0,4236;Norte;129,21;91,46;1,0775;Pará;0,271;0,069;0,644;0,447
2000;0;0,6;5,16;66,36;0,04286;Irituia;1;31466;0,3008;Norte;227,06;81,9;0,8415;Pará;0,419;0,198;0,689;0,538
2010;0,559;0,58;8,19;70,75;0,02656;Irituia;1;31212;0,2628;Norte;224,25;62,95;0,6775;Pará;0,559;0,427;0,763;0,536
1991;0;0,58;6,07;63,05;0,06492;Itaituba;1;86001;0,3789;Norte;263,77;95,99;0,8191;Pará;0,355;0,126;0,634;0,562
2000;0;0,63;6,77;66,46;0,04247;Itaituba;1;92112;0,2786;Norte;315,66;87,39;0,6974;Pará;0,489;0,287;0,691;0,591
2010;0,64;0,57;8,6;72,97;0,01859;Itaituba;1;95626;0,1848;Norte;440,6;81,1;0,553;Pará;0,64;0,51;0,8;0,644
1991;0;0,53;5,39;61,22;0,07449;Itupiranga;1;29762;0,5504;Norte;130,71;92,7;0,9787;Pará;0,258;0,063;0,604;0,449
2000;0;0,58;4,74;65,15;0,04767;Itupiranga;1;48621;0,4415;Norte;168,36;86,63;0,8193;Pará;0,354;0,135;0,669;0,49
2010;0,528;0,62;7,08;69,73;0,0298;Itupiranga;1;50811;0,302;Norte;234,25;73,11;0,6631;Pará;0,528;0,364;0,746;0,543
1991;0;0,64;6,16;65,69;0,0526;Jacareacanga;1;7685;0,6484;Norte;193,98;96,58;0,463;Pará;0,242;0,041;0,678;0,512
2000;0;0,64;3,66;69,56;0,03142;Jacareacanga;1;18385;0,4409;Norte;234,36;92,27;0,5322;Pará;0,371;0,127;0,743;0,543
2010;0,505;0,69;5,91;73;0,01981;Jacareacanga;1;12031;0,3297;Norte;289,16;80,98;0,5687;Pará;0,505;0,279;0,8;0,577
1991;0;0,56;6,41;64,83;0,05635;Jacundá;1;28563;0,446;Norte;266,4;93,65;0,9322;Pará;0,367;0,132;0,664;0,563
2000;0;0,63;5,94;67,85;0,03729;Jacundá;1;40366;0,3434;Norte;354,66;88,64;0,6997;Pará;0,477;0,25;0,714;0,609
2010;0,622;0,59;8,09;70,14;0,02848;Jacundá;1;51146;0,2204;Norte;399,45;82,54;0,5419;Pará;0,622;0,509;0,752;0,628
1991;0;0,52;5,31;60,13;0,08026;Juruti;1;23105;0,2897;Norte;129,92;89,15;1,3121;Pará;0,313;0,117;0,586;0,448
2000;0;0,61;5,28;64,28;0,0513;Juruti;1;31129;0,2134;Norte;108,66;70,68;1,0647;Pará;0,389;0,215;0,655;0,419
2010;0,592;0,59;9,03;70,35;0,0278;Juruti;1;46054;0,1233;Norte;241,39;75,41;0,7901;Pará;0,592;0,501;0,756;0,547
1991;0;0,44;5,69;64,1;0,05978;Limoeiro Do Ajuru;1;16441;0,3715;Norte;129,92;93,42;1,1542;Pará;0,3;0,092;0,652;0,448
2000;0;0,49;5,19;67,29;0,03932;Limoeiro Do Ajuru;1;19528;0,2973;Norte;126,31;81,46;0,998;Pará;0,373;0,166;0,705;0,443
2010;0,541;0,58;7,79;70,21;0,02826;Limoeiro Do Ajuru;1;24991;0,1998;Norte;172,12;59,37;0,7276;Pará;0,541;0,425;0,754;0,493
1991;0;0,58;5,57;64,05;0,06003;Mãe Do Rio;1;28751;0,3803;Norte;189,58;89,02;0,9264;Pará;0,382;0,168;0,651;0,509
2000;0;0,59;6,25;68,69;0,03435;Mãe Do Rio;1;24996;0,3093;Norte;239,65;85,63;0,7409;Pará;0,466;0,254;0,728;0,546
2010;0,599;0,58;7,71;70,75;0,02656;Mãe Do Rio;1;27787;0,2344;Norte;367,01;70,22;0,6085;Pará;0,599;0,458;0,763;0,615
1991;0;0,59;6,93;61,8;0,07135;Marabá;1;121510;0,3111;Norte;262,98;92,76;0,8625;Pará;0,401;0,187;0,613;0,561
2000;0;0,62;7,61;67,43;0,03882;Marabá;1;165295;0,2283;Norte;380,81;87,06;0,6857;Pará;0,536;0,351;0,707;0,621
2010;0,668;0,58;8,53;72,09;0,02305;Marabá;1;232030;0,1498;Norte;527,86;84,95;0,5415;Pará;0,668;0,564;0,785;0,673
1991;0;0,48;6,21;63,58;0,06231;Maracanã;1;25485;0,3038;Norte;117,39;85,02;1,1171;Pará;0,313;0,11;0,643;0,432
2000;0;0,58;6,36;66,8;0,04114;Maracanã;1;27321;0,236;Norte;129,03;71,17;0,9161;Pará;0,406;0,215;0,697;0,447
2010;0,57;0,59;8,49;70,85;0,02623;Maracanã;1;28265;0,1556;Norte;221,89;57,44;0,6965;Pará;0,57;0,454;0,764;0,534
1991;0;0,52;6,08;62,29;0,06881;Marapanim;1;19843;0,2425;Norte;137,7;84,41;1,0644;Pará;0,337;0,135;0,622;0,457
2000;0;0,53;7,01;69,49;0,03165;Marapanim;1;24105;0,1809;Norte;156,36;69,93;0,8437;Pará;0,448;0,254;0,742;0,478
2010;0,609;0,54;9,16;70,61;0,02698;Marapanim;1;26520;0,1201;Norte;277,01;63,23;0,6461;Pará;0,609;0,521;0,76;0,57
1991;0;0,53;6,6;61,71;0,07183;Marituba;1;44111;0,2116;Norte;188,99;86,88;0,7718;Pará;0,397;0,202;0,612;0,508
2000;0;0,52;7,42;65,72;0,04538;Marituba;1;73463;0,1204;Norte;254,86;74,76;0,6291;Pará;0,505;0,342;0,679;0,556
2010;0,676;0,42;9,2;72,6;0,02121;Marituba;1;107449;0,059;Norte;382,02;80,75;0,4752;Pará;0,676;0,628;0,793;0,621
1991;0;0,72;4,46;63,14;0,06451;Medicilândia;1;18490;0,4213;Norte;218,71;89,57;0,8097;Pará;0,293;0,074;0,636;0,532
2000;0;0,66;5,47;70,22;0,02929;Medicilândia;1;20586;0,3217;Norte;396,44;88,88;0,714;Pará;0,47;0,219;0,754;0,627
2010;0,582;0,61;7,81;72,99;0,02016;Medicilândia;1;26991;0,2453;Norte;345,44;84,26;0,5529;Pará;0,582;0,408;0,8;0,605
1991;0;0,48;0,99;57,84;0,09408;Melgaço;1;14291;0,691;Norte;110,92;96,89;1,3095;Pará;0,177;0,024;0,547;0,423
2000;0;0,46;2,82;64,87;0,04883;Melgaço;1;20785;0,4939;Norte;100,22;75,27;1,1411;Pará;0,26;0,065;0,665;0,406
2010;0,418;0,55;5,51;71,57;0,0241;Melgaço;1;24726;0,4726;Norte;135,21;74,78;0,8805;Pará;0,418;0,207;0,776;0,454
1991;0;0,46;5,61;64,35;0,05862;Mocajuba;1;18396;0,2518;Norte;137,93;93,85;1,0897;Pará;0,354;0,148;0,656;0,458
2000;0;0,55;6,45;67,39;0,03893;Mocajuba;1;20387;0,2027;Norte;166,53;78,81;0,9191;Pará;0,443;0,252;0,707;0,488
2010;0,575;0,58;8,07;70,21;0,02826;Mocajuba;1;26640;0,1484;Norte;229,18;65,83;0,7314;Pará;0,575;0,467;0,754;0,539
1991;0;0,5;5,61;61,39;0,07356;Moju;1;39307;0,4765;Norte;146,79;94,28;1,0335;Pará;0,289;0,085;0,607;0,468
2000;0;0,56;4,87;67,84;0,03733;Moju;1;52241;0,38;Norte;177,58;83,55;0,8908;Pará;0,399;0,178;0,714;0,498
2010;0,547;0,63;7,26;70,44;0,02751;Moju;1;69408;0,2515;Norte;291,67;80,71;0,6911;Pará;0,547;0,375;0,757;0,578
1991;0;0,63;4,31;64,41;0,05833;Muaná;1;22239;0,3369;Norte;174,26;66,33;1,0701;Pará;0,305;0,087;0,657;0,495
2000;0;0,56;4,84;67,63;0,03808;Muaná;1;25209;0,2668;Norte;166,11;79,67;0,8573;Pará;0,35;0,124;0,711;0,487
2010;0,547;0,56;7,8;71,51;0,02426;Muaná;1;34052;0,1721;Norte;230,14;62,37;0,6753;Pará;0,547;0,391;0,775;0,54
1991;0;0,38;5,86;59,52;0,08403;Nova Esperança Do Piriá;1;6281;0,4776;Norte;119,58;97,88;1,1792;Pará;0,229;0,048;0,575;0,435
2000;0;0,66;3,71;66,05;0,04405;Nova Esperança Do Piriá;1;18225;0,4875;Norte;168,49;92,68;0,9358;Pará;0,315;0,093;0,684;0,49
2010;0,502;0,63;6,53;70,44;0,02751;Nova Esperança Do Piriá;1;20077;0,3395;Norte;160,34;75,95;0,6965;Pará;0,502;0,346;0,757;0,482
1991;0;0,52;4,33;68,63;0,04019;Novo Progresso;1;4357;0,2996;Norte;357,61;90,81;0,4563;Pará;0,377;0,121;0,727;0,611
2000;0;0,56;6,43;73,27;0,02043;Novo Progresso;1;19877;0,1579;Norte;477,47;86,63;0,3946;Pará;0,466;0,191;0,805;0,657
2010;0,673;0,54;8,52;74,66;0,01602;Novo Progresso;1;24899;0,1169;Norte;658,31;87,48;0,4927;Pará;0,673;0,519;0,828;0,709
1991;0;0,52;5,02;59,27;0,08543;Novo Repartimento;1;31123;0,552;Norte;126,77;93,04;0,9786;Pará;0,222;0,043;0,571;0,444
2000;0;0,66;5,1;65,15;0,04767;Novo Repartimento;1;40589;0,4114;Norte;179,4;84,36;0,8181;Pará;0,372;0,154;0,669;0,5
2010;0,537;0,59;6,82;69,48;0,03064;Novo Repartimento;1;61605;0,2695;Norte;256,37;78,66;0,6488;Pará;0,537;0,376;0,741;0,557
1991;0;0,48;5,1;63,58;0,06234;Oeiras Do Pará;1;18688;0,4531;Norte;154,44;96,76;1,2179;Pará;0,268;0,063;0,643;0,476
2000;0;0,52;5,19;67,29;0,03932;Oeiras Do Pará;1;23101;0,3128;Norte;140,36;85,8;1,0271;Pará;0,36;0,144;0,705;0,46
2010;0,507;0,56;7,46;70,21;0,02826;Oeiras Do Pará;1;28595;0,2382;Norte;181,86;65,1;0,853;Pará;0,507;0,344;0,754;0,502
1991;0;0,59;7,06;61,6;0,07245;Oriximiná;1;39768;0,2479;Norte;217,15;94,12;0,9938;Pará;0,39;0,184;0,61;0,53
2000;0;0,61;7,17;69;0,03327;Oriximiná;1;47472;0,2054;Norte;264,69;79,97;0,8087;Pará;0,517;0,335;0,733;0,562
2010;0,623;0,64;9,32;71,66;0,02384;Oriximiná;1;62617;0,1492;Norte;332,29;76,67;0,7126;Pará;0,623;0,52;0,778;0,599
1991;0;0,48;6,21;61,71;0,07183;Ourém;1;13212;0,4775;Norte;132,73;91,48;1,0527;Pará;0,332;0,133;0,612;0,451
2000;0;0,6;6,16;67,39;0,03893;Ourém;1;14235;0,3553;Norte;175,16;78,82;0,8132;Pará;0,436;0,236;0,707;0,496
2010;0,568;0,62;8,43;68,63;0,03356;Ourém;1;16250;0,2716;Norte;285,61;69,57;0,6381;Pará;0,568;0,438;0,727;0,575
1991;0;0,56;4,68;62,4;0,06826;Ourilândia Do Norte;1;16776;0,3876;Norte;252,32;98,13;0,6428;Pará;0,309;0,085;0,623;0,555
2000;0;0,63;6,46;68,57;0,03477;Ourilândia Do Norte;1;18745;0,2888;Norte;312,76;84,09;0,6343;Pará;0,438;0,196;0,726;0,589
