ANO;Índice de Desenvolvimento Humano 2010;Desigualdade de Renda;Educação Compulsória;Expectativa de Vida;Mortalidade antes dos 5 Anos;Município;Número de registros;População;Proporção de Educação Universitária;Região;Renda Per Capita;Rendimento de Trabalho;Taxa de Dependência;Unidade Federativa;Índice de Desenvolvimento Humano;Índice de Educação;Índice de Longevidade;Índice de Renda
2010;0,672;0,56;9,34;72,07;0,02525;Açailândia;1;103752;0,2367;Nordeste;438,56;83,34;0,5543;Maranhão;0,672;0,602;0,785;0,643
1991;0;0,48;5,72;60,43;0,08326;Alcântara;1;19435;0,588;Nordeste;116;87,02;0,9924;Maranhão;0,271;0,078;0,591;0,43
2000;0;0,62;7,05;62,62;0,06447;Alcântara;1;21147;0,4151;Nordeste;118,37;73,38;0,741;Maranhão;0,405;0,244;0,627;0,433
2010;0,573;0,59;8,21;70,18;0,03139;Alcântara;1;21851;0,2935;Nordeste;209,27;60,57;0,5908;Maranhão;0,573;0,475;0,753;0,525
1991;0;0,46;5,38;57,91;0,10492;Aldeias Altas;1;19441;0,7388;Nordeste;94,82;91,88;0,9963;Maranhão;0,257;0,078;0,549;0,397
2000;0;0,54;5,53;60,01;0,07956;Aldeias Altas;1;18744;0,6141;Nordeste;112,18;67,48;0,7944;Maranhão;0,349;0,172;0,584;0,424
2010;0,513;0,59;6,68;68,22;0,0385;Aldeias Altas;1;23916;0,4869;Nordeste;179,92;58,22;0,7061;Maranhão;0,513;0,374;0,72;0,5
1991;0;0,42;4,48;52,93;0,14299;Alto Alegre Do Maranhão;1;13501;0,7313;Nordeste;73,25;84,12;0,9601;Maranhão;0,209;0,055;0,466;0,356
2000;0;0,58;5,57;61,19;0,07247;Alto Alegre Do Maranhão;1;19137;0,5549;Nordeste;129,19;56,37;0,7372;Maranhão;0,331;0,134;0,603;0,447
2010;0,554;0,51;8,64;69,62;0,03335;Alto Alegre Do Maranhão;1;24542;0,3876;Nordeste;198,43;59,15;0,6293;Maranhão;0,554;0,444;0,744;0,516
1991;0;0,44;3,46;55,56;0,12206;Alto Alegre Do Pindaré;1;24428;0,7424;Nordeste;68,01;91,93;1,0323;Maranhão;0,19;0,039;0,509;0,344
2000;0;0,55;5,71;63,19;0,06285;Alto Alegre Do Pindaré;1;29685;0,5874;Nordeste;119,81;80,16;0,8639;Maranhão;0,336;0,137;0,637;0,435
2010;0,558;0,57;9,8;71,44;0,02722;Alto Alegre Do Pindaré;1;31046;0,4346;Nordeste;144,91;50,33;0,7295;Maranhão;0,558;0,483;0,774;0,465
1991;0;0,68;5,03;56,27;0,11674;Amarante Do Maranhão;1;22447;0,6213;Nordeste;107,77;90,22;1,1073;Maranhão;0,284;0,105;0,521;0,418
2000;0;0,6;5,79;61,55;0,0711;Amarante Do Maranhão;1;29522;0,4174;Nordeste;116,3;74,51;0,8331;Maranhão;0,374;0,2;0,609;0,43
2010;0,555;0,59;8,21;67,93;0,03965;Amarante Do Maranhão;1;37764;0,3685;Nordeste;231,79;65,84;0,764;Maranhão;0,555;0,441;0,716;0,541
1991;0;0,59;7,05;57,15;0,11032;Anajatuba;1;16516;0,6415;Nordeste;89,59;83;1,0145;Maranhão;0,26;0,085;0,536;0,388
2000;0;0,51;6,73;62,85;0,06469;Anajatuba;1;19268;0,4514;Nordeste;103,91;62,32;0,7599;Maranhão;0,397;0,24;0,631;0,412
2010;0,581;0,6;9,18;70,69;0,02965;Anajatuba;1;25279;0,3558;Nordeste;207,65;46,56;0,5976;Maranhão;0,581;0,492;0,762;0,523
1991;0;0,43;2,5;53,99;0,13432;Araioses;1;33213;0,6874;Nordeste;89,13;82,66;1,0923;Maranhão;0,199;0,042;0,483;0,387
2000;0;0,61;4,21;60,23;0,07774;Araioses;1;34846;0,5729;Nordeste;88,92;59,4;0,8493;Maranhão;0,298;0,116;0,587;0,387
2010;0,521;0,59;8,91;67,52;0,04127;Araioses;1;42327;0,426;Nordeste;175,81;49,3;0,6617;Maranhão;0,521;0,402;0,709;0,497
1991;0;0,55;3,68;54,29;0,13197;Arame;1;32963;0,6995;Nordeste;92,78;93,36;1,1111;Maranhão;0,21;0,048;0,488;0,394
2000;0;0,54;3,94;60,25;0,07771;Arame;1;30320;0,5128;Nordeste;129,69;85,41;0,9261;Maranhão;0,334;0,142;0,588;0,448
2010;0,512;0,72;6,87;67,06;0,04313;Arame;1;31034;0,4332;Nordeste;210,09;71,57;0,7387;Maranhão;0,512;0,365;0,701;0,525
1991;0;0,59;6,6;56,07;0,11826;Arari;1;24763;0,5059;Nordeste;116,15;85;0,9537;Maranhão;0,331;0,163;0,518;0,43
2000;0;0,6;7,02;63,36;0,06208;Arari;1;26261;0,3867;Nordeste;187,5;76,93;0,7456;Maranhão;0,47;0,32;0,639;0,507
2010;0,626;0,57;9,4;70,82;0,02922;Arari;1;28412;0,2878;Nordeste;308,83;64,67;0,5724;Maranhão;0,626;0,546;0,764;0,587
1991;0;0,51;7,19;55,66;0,12135;Bacabal;1;82366;0,4812;Nordeste;155,7;88,83;0,8757;Maranhão;0,372;0,212;0,511;0,477
2000;0;0,58;7,42;63,36;0,06203;Bacabal;1;91317;0,3751;Nordeste;201,74;75,23;0,6804;Maranhão;0,481;0,336;0,639;0,519
2010;0,651;0,55;9,79;70,18;0,03136;Bacabal;1;99781;0,2751;Nordeste;375,57;73,73;0,5744;Maranhão;0,651;0,591;0,753;0,619
1991;0;0,42;7,32;58,14;0,10334;Bacabeira;1;8704;0,517;Nordeste;95,46;87,38;1,1348;Maranhão;0,341;0,181;0,552;0,398
2000;0;0,51;7,9;63,14;0,06341;Bacabeira;1;10470;0,3839;Nordeste;119,08;68,13;0,7942;Maranhão;0,433;0,295;0,636;0,434
2010;0,629;0,54;9,44;71,09;0,02832;Bacabeira;1;14907;0,25;Nordeste;257,4;69,29;0,6009;Maranhão;0,629;0,58;0,768;0,558
1991;0;0,5;5,59;55,23;0,12459;Bacuri;1;13315;0,5553;Nordeste;87,71;86,2;1,1931;Maranhão;0,272;0,104;0,504;0,385
2000;0;0,7;6,9;62,12;0,06806;Bacuri;1;15393;0,4315;Nordeste;143,91;81,85;0,9541;Maranhão;0,403;0,228;0,619;0,464
2010;0,578;0,58;10,52;69,24;0,03468;Bacuri;1;16560;0,3215;Nordeste;230,45;59,66;0,6461;Maranhão;0,578;0,484;0,737;0,54
1991;0;0,57;6,51;61,95;0,07426;Balsas;1;41431;0,404;Nordeste;145,95;88,66;0,9282;Maranhão;0,347;0,145;0,616;0,467
2000;0;0,71;7,74;67,74;0,0423;Balsas;1;59576;0,2689;Nordeste;353,17;88,23;0,7653;Maranhão;0,521;0,326;0,712;0,609
2010;0,687;0,58;9,55;73,44;0,02128;Balsas;1;83302;0,1753;Nordeste;531,6;85,21;0,5742;Maranhão;0,687;0,597;0,807;0,674
1991;0;0,53;5,88;61,61;0,08105;Barão De Grajaú;1;13494;0,6297;Nordeste;98,11;76,84;0,8852;Maranhão;0,31;0,121;0,61;0,403
2000;0;0,63;6,55;64,35;0,05812;Barão De Grajaú;1;15338;0,4284;Nordeste;151,92;63,53;0,6764;Maranhão;0,424;0,246;0,656;0,473
2010;0,592;0,52;8,82;69,58;0,03347;Barão De Grajaú;1;17818;0,2995;Nordeste;292,55;62;0,523;Maranhão;0,592;0,484;0,743;0,578
1991;0;0,66;6,51;58,17;0,10313;Barra Do Corda;1;69041;0,5523;Nordeste;95,94;87,18;0,9869;Maranhão;0,287;0,107;0,553;0,399
2000;0;0,64;5,7;63,89;0,05982;Barra Do Corda;1;72569;0,4192;Nordeste;196,81;69,46;0,7884;Maranhão;0,423;0,226;0,648;0,515
2010;0,606;0,62;8,95;70,75;0,02946;Barra Do Corda;1;82392;0,3614;Nordeste;305,61;66,96;0,6351;Maranhão;0,606;0,498;0,763;0,585
1991;0;0,49;5,62;56,85;0,11251;Barreirinhas;1;29661;0,6117;Nordeste;74,44;88,94;1,1668;Maranhão;0,251;0,083;0,531;0,358
2000;0;0,63;4,95;62,62;0,06577;Barreirinhas;1;39041;0,5133;Nordeste;119,52;76,5;0,9244;Maranhão;0,361;0,172;0,627;0,435
2010;0,57;0,61;9,11;70,11;0,03162;Barreirinhas;1;54449;0,3471;Nordeste;197,08;66,51;0,7313;Maranhão;0,57;0,479;0,752;0,515
1991;0;0,5;6,05;55,23;0,12459;Bequimão;1;21339;0,5118;Nordeste;68,88;81,79;1,0048;Maranhão;0,299;0,154;0,504;0,346
2000;0;0,62;8,26;62,08;0,06824;Bequimão;1;19582;0,4025;Nordeste;99,59;59,95;0,746;Maranhão;0,422;0,3;0,618;0,405
2010;0,601;0,55;8,61;70,42;0,03056;Bequimão;1;20330;0,3187;Nordeste;190,84;48,43;0,5919;Maranhão;0,601;0,561;0,757;0,51
1991;0;0,48;5,26;58,56;0,10046;Bom Jesus Das Selvas;1;16101;0,6934;Nordeste;110,04;97,04;0,9991;Maranhão;0,198;0,033;0,559;0,421
2000;0;0,57;5,35;62,48;0,06666;Bom Jesus Das Selvas;1;16517;0,4952;Nordeste;151,55;85,28;0,7871;Maranhão;0,364;0,163;0,625;0,473
2010;0,558;0,62;8,22;70,05;0,03183;Bom Jesus Das Selvas;1;28118;0,3662;Nordeste;226,09;72,62;0,6325;Maranhão;0,558;0,431;0,751;0,537
1991;0;0,54;6,24;58,13;0,10339;Brejo;1;23899;0,6174;Nordeste;100,25;84,82;1,0004;Maranhão;0,305;0,126;0,552;0,406
2000;0;0,71;6,64;62,31;0,06745;Brejo;1;27332;0,4908;Nordeste;100,14;61,81;0,7714;Maranhão;0,383;0,223;0,622;0,406
2010;0,562;0,64;8,53;70,45;0,03044;Brejo;1;33272;0,3872;Nordeste;200,25;54,92;0,6757;Maranhão;0,562;0,454;0,758;0,517
1991;0;0,4;4,79;56,51;0,11497;Buriti;1;22746;0,6582;Nordeste;100,92;89,94;1,0952;Maranhão;0,24;0,065;0,525;0,407
2000;0;0,54;6,29;60,25;0,07805;Buriti;1;24114;0,5102;Nordeste;107,6;63,88;0,9093;Maranhão;0,379;0,221;0,588;0,418
2010;0,548;0,63;10,14;67,82;0,04007;Buriti;1;26921;0,4039;Nordeste;157,21;50,63;0,773;Maranhão;0,548;0,48;0,714;0,479
1991;0;0,56;6,39;59,61;0,09346;Buriti Bravo;1;20287;0,6264;Nordeste;115,63;90,65;1,0107;Maranhão;0,308;0,118;0,577;0,429
2000;0;0,56;5,93;62,85;0,06497;Buriti Bravo;1;21409;0,474;Nordeste;123,43;69,33;0,8162;Maranhão;0,395;0,222;0,631;0,44
2010;0,59;0,55;9,04;70,1;0,03165;Buriti Bravo;1;22856;0,3995;Nordeste;229,21;60,8;0,6781;Maranhão;0,59;0,506;0,752;0,539
1991;0;0,55;3,37;58,96;0,09777;Buriticupu;1;21446;0,5923;Nordeste;125,48;96,66;1,0667;Maranhão;0,237;0,053;0,566;0,442
2000;0;0,62;5,43;61,35;0,07247;Buriticupu;1;48915;0,4864;Nordeste;194,87;90,33;0,7963;Maranhão;0,342;0,129;0,606;0,513
2010;0,556;0,6;8,72;67,46;0,04152;Buriticupu;1;64957;0,3624;Nordeste;220,64;72,84;0,708;Maranhão;0,556;0,455;0,708;0,533
1991;0;0,44;4,92;53,34;0,13962;Buritirana;1;13390;0,6382;Nordeste;87,91;92,22;1,121;Maranhão;0,19;0,038;0,472;0,385
2000;0;0,51;6,35;61,19;0,07253;Buritirana;1;13779;0,5014;Nordeste;99,74;68,14;0,8397;Maranhão;0,376;0,217;0,603;0,405
2010;0,583;0,5;10,27;68,5;0,03743;Buritirana;1;14734;0,3705;Nordeste;230,11;55,19;0,705;Maranhão;0,583;0,505;0,725;0,54
1991;0;0,44;6,5;57,05;0,11105;Cândido Mendes;1;11909;0,438;Nordeste;81,18;91,42;1,0682;Maranhão;0,275;0,105;0,534;0,372
2000;0;0,44;5,66;62,48;0,06649;Cândido Mendes;1;16175;0,3451;Nordeste;120,85;71,13;0,8636;Maranhão;0,382;0,204;0,625;0,436
2010;0,561;0,58;8,83;69,72;0,03299;Cândido Mendes;1;18454;0,2813;Nordeste;203,94;63,45;0,6399;Maranhão;0,561;0,456;0,745;0,52
1991;0;0,49;7,93;55,19;0,12489;Cantanhede;1;12241;0,648;Nordeste;89,98;84,64;0,9755;Maranhão;0,293;0,128;0,503;0,389
2000;0;0,55;6,64;63,19;0,06281;Cantanhede;1;16771;0,4939;Nordeste;76,69;60,8;0,9068;Maranhão;0,378;0,233;0,637;0,363
2010;0,565;0,6;8,83;71,45;0,02717;Cantanhede;1;20430;0,3867;Nordeste;176,61;58,81;0,656;Maranhão;0,565;0,468;0,774;0,497
1991;0;0,56;5,78;62,04;0,07831;Carolina;1;24246;0,3977;Nordeste;143,41;84,9;0,9082;Maranhão;0,353;0,154;0,617;0,464
2000;0;0,64;6,89;66,11;0,05025;Carolina;1;23728;0,3254;Nordeste;232,35;67,18;0,7901;Maranhão;0,476;0,291;0,685;0,541
2010;0,634;0,55;8,76;73,09;0,02226;Carolina;1;23827;0,1949;Nordeste;334,51;71,86;0,6406;Maranhão;0,634;0,529;0,802;0,6
1991;0;0,47;5,19;54,21;0,13258;Carutapera;1;11691;0,4266;Nordeste;109,02;87,42;1,2124;Maranhão;0,282;0,11;0,487;0,42
2000;0;0,54;5,98;62,05;0,06828;Carutapera;1;19151;0,3651;Nordeste;114,78;78,21;0,9206;Maranhão;0,381;0,209;0,618;0,428
2010;0,574;0,54;9,72;69,84;0,03255;Carutapera;1;22001;0,2679;Nordeste;220,91;68,64;0,6695;Maranhão;0,574;0,476;0,747;0,533
1991;0;0,53;6,7;58,64;0,09992;Caxias;1;128898;0,5453;Nordeste;141,02;86,29;0,907;Maranhão;0,357;0,176;0,561;0,461
2000;0;0,61;7,23;63,36;0,06237;Caxias;1;138029;0,4319;Nordeste;206,26;71,69;0,7089;Maranhão;0,469;0,309;0,639;0,522
2010;0,624;0,55;9,66;70,16;0,03146;Caxias;1;154595;0,3303;Nordeste;324,9;68,32;0,5954;Maranhão;0,624;0,543;0,753;0,595
1991;0;0,36;3,97;59,97;0,09107;Centro Novo Do Maranhão;1;12851;0,67;Nordeste;89,87;99,14;0,9745;Maranhão;0,181;0,026;0,583;0,389
2000;0;0,58;3,99;62,08;0,06882;Centro Novo Do Maranhão;1;12792;0,5414;Nordeste;127,08;89,33;0,8837;Maranhão;0,321;0,121;0,618;0,444
2010;0,518;0,56;7,66;68,01;0,03935;Centro Novo Do Maranhão;1;17591;0,3307;Nordeste;188,88;77,02;0,7123;Maranhão;0,518;0,382;0,717;0,508
1991;0;0,55;6,48;58,13;0,10339;Chapadinha;1;56433;0,5822;Nordeste;127,05;84,32;0,9959;Maranhão;0,328;0,144;0,552;0,444
2000;0;0,6;6,26;63,4;0,06212;Chapadinha;1;60755;0,4607;Nordeste;145,19;71,63;0,7995;Maranhão;0,42;0,249;0,64;0,466
2010;0,604;0,59;8,72;71,21;0,02796;Chapadinha;1;73244;0,3368;Nordeste;251,75;66,65;0,6538;Maranhão;0,604;0,517;0,77;0,554
1991;0;0,52;5,56;55,31;0,12401;Codó;1;102336;0,6132;Nordeste;119,2;87,49;0,9473;Maranhão;0,301;0,124;0,505;0,434
2000;0;0,61;5,94;62,08;0,06825;Codó;1;110721;0,503;Nordeste;150,53;70,88;0,7619;Maranhão;0,4;0,219;0,618;0,472
2010;0,595;0,57;8,88;70,22;0,03122;Codó;1;117958;0,3965;Nordeste;273,45;66,62;0,6562;Maranhão;0,595;0,492;0,754;0,568
1991;0;0,5;4,6;52,92;0,14311;Coelho Neto;1;39321;0,5529;Nordeste;146,01;92,79;0,9532;Maranhão;0,274;0,095;0,465;0,467
2000;0;0,57;6,13;60,55;0,07587;Coelho Neto;1;42097;0,4752;Nordeste;167,17;80,71;0,7479;Maranhão;0,387;0,2;0,593;0,488
2010;0,564;0,54;8,28;68,67;0,0368;Coelho Neto;1;46703;0,3878;Nordeste;236,47;65,45;0,649;Maranhão;0,564;0,454;0,728;0,544
1991;0;0,69;6,31;52,89;0,14331;Colinas;1;30166;0,5583;Nordeste;161,53;92,45;0,9813;Maranhão;0,324;0,151;0,465;0,483
2000;0;0,62;6,31;60,29;0,07727;Colinas;1;34629;0,47;Nordeste;147,23;73,56;0,7983;Maranhão;0,408;0,246;0,588;0,468
2010;0,596;0,63;9,2;67,52;0,04127;Colinas;1;38953;0,3916;Nordeste;279,81;69,77;0,6225;Maranhão;0,596;0,524;0,709;0,571
1991;0;0,5;7,1;55,94;0,11917;Coroatá;1;47503;0,6335;Nordeste;98,33;80,95;0,9383;Maranhão;0,287;0,114;0,516;0,403
2000;0;0,62;5,85;61,42;0,07172;Coroatá;1;55478;0,5119;Nordeste;127,96;72,01;0,7602;Maranhão;0,376;0,196;0,607;0,446
2010;0,576;0,58;9,35;69,21;0,03482;Coroatá;1;61624;0,4175;Nordeste;237,3;58,7;0,6519;Maranhão;0,576;0,475;0,737;0,545
1991;0;0,45;7,05;55,06;0,12591;Cururupu;1;32628;0,3878;Nordeste;109,63;88,81;1,015;Maranhão;0,323;0,16;0,501;0,421
2000;0;0,58;7,52;63,22;0,06266;Cururupu;1;33503;0,2723;Nordeste;169,09;79,35;0,7585;Maranhão;0,46;0,312;0,637;0,49
2010;0,612;0,58;10,08;71,06;0,02845;Cururupu;1;32499;0,2222;Nordeste;274,39;62,78;0,6284;Maranhão;0,612;0,525;0,768;0,568
1991;0;0,61;6,35;58,39;0,10163;Dom Pedro;1;19675;0,4824;Nordeste;174,57;89,46;0,876;Maranhão;0,382;0,202;0,557;0,495
2000;0;0,58;7,08;63,36;0,06235;Dom Pedro;1;21782;0,3945;Nordeste;250,16;82,66;0,6983;Maranhão;0,48;0,313;0,639;0,553
2010;0,622;0,48;8,9;70,52;0,03023;Dom Pedro;1;22629;0,3131;Nordeste;298,33;72,46;0,5808;Maranhão;0,622;0,545;0,759;0,582
1991;0;0,51;4,76;56,68;0,11371;Esperantinópolis;1;18549;0,6105;Nordeste;100,26;89,34;1,0069;Maranhão;0,271;0,093;0,528;0,406
2000;0;0,59;5,2;62,08;0,06843;Esperantinópolis;1;21097;0,4779;Nordeste;137,61;74,56;0,7761;Maranhão;0,375;0,186;0,618;0,457
2010;0,586;0,59;9,82;67,76;0,04031;Esperantinópolis;1;18398;0,4037;Nordeste;262,41;56,37;0,6123;Maranhão;0,586;0,503;0,713;0,561
1991;0;0,57;5,75;63,15;0,07189;Estreito;1;18377;0,4269;Nordeste;172,06;92,46;0,9156;Maranhão;0,333;0,118;0,636;0,493
2000;0;0,62;7,07;66,11;0,05034;Estreito;1;22733;0,2911;Nordeste;250,24;80,57;0,7207;Maranhão;0,468;0,271;0,685;0,553
2010;0,659;0,56;7,73;73,02;0,02246;Estreito;1;34566;0,1965;Nordeste;503,29;82,07;0,516;Maranhão;0,659;0,536;0,8;0,666
1991;0;0,48;1,68;58,17;0,09775;Formosa Da Serra Negra;1;7396;0,5246;Nordeste;122,62;95,48;0,9959;Maranhão;0,187;0,027;0,553;0,439
2000;0;0,8;4,4;63,36;0,06096;Formosa Da Serra Negra;1;13658;0,3523;Nordeste;140,38;51,72;0,8865;Maranhão;0,335;0,128;0,639;0,46
2010;0,556;0,63;8,1;71,41;0,0273;Formosa Da Serra Negra;1;17711;0,253;Nordeste;163,15;59,93;0,619;Maranhão;0,556;0,459;0,774;0,485
1991;0;0,67;5,48;58,39;0,10163;Gonçalves Dias;1;16895;0,6415;Nordeste;183,47;92,03;0,9304;Maranhão;0,288;0,085;0,557;0,503
2000;0;0,46;5,61;62,62;0,06594;Gonçalves Dias;1;16972;0,494;Nordeste;205,54;71,05;0,7383;Maranhão;0,395;0,189;0,627;0,522
2010;0,568;0,59;8,86;70,46;0,03042;Gonçalves Dias;1;17388;0,4366;Nordeste;233,2;56,59;0,6343;Maranhão;0,568;0,445;0,758;0,542
1991;0;0,55;6,16;55,56;0,12206;Governador Eugênio Barros;1;13355;0,6562;Nordeste;67,83;96,26;0,981;Maranhão;0,241;0,08;0,509;0,344
2000;0;0,53;6,3;63,14;0,0631;Governador Eugênio Barros;1;14547;0,5296;Nordeste;119,13;67,22;0,7941;Maranhão;0,393;0,22;0,636;0,434
2010;0,572;0,58;9,75;69,15;0,03503;Governador Eugênio Barros;1;15953;0,4593;Nordeste;245,38;61,18;0,6845;Maranhão;0,572;0,462;0,736;0,55
1991;0;0,59;5,85;58,96;0,09777;Governador Nunes Freire;1;10717;0,6009;Nordeste;137,08;96,47;1,0082;Maranhão;0,273;0,079;0,566;0,457
2000;0;0,63;5,21;61,04;0,07412;Governador Nunes Freire;1;25784;0,4963;Nordeste;173,57;87,74;0,8377;Maranhão;0,361;0,158;0,601;0,494
2010;0,569;0,56;8,3;68,29;0,03825;Governador Nunes Freire;1;25401;0,3487;Nordeste;230,94;70,05;0,7157;Maranhão;0,569;0,472;0,722;0,54
1991;0;0,59;4,43;60,24;0,08936;Grajaú;1;38805;0,5209;Nordeste;137,73;92,48;1,0209;Maranhão;0,295;0,096;0,587;0,457
2000;0;0,58;5,84;64,07;0,05919;Grajaú;1;49406;0,4193;Nordeste;170,6;79,72;0,882;Maranhão;0,421;0,233;0,651;0,492
2010;0,609;0,61;9,45;70,21;0,03127;Grajaú;1;61909;0,2944;Nordeste;340,1;76,07;0,6659;Maranhão;0,609;0,497;0,754;0,603
1991;0;0,47;6,89;54,31;0,13175;Humberto De Campos;1;20505;0,5926;Nordeste;85,88;94,92;1,2664;Maranhão;0,212;0,051;0,489;0,381
2000;0;0,54;5,36;62,48;0,06614;Humberto De Campos;1;21160;0,3778;Nordeste;85,88;69,79;0,9891;Maranhão;0,365;0,205;0,625;0,381
2010;0,535;0,64;9,46;70,55;0,03013;Humberto De Campos;1;26189;0,3117;Nordeste;125,91;48,14;0,8229;Maranhão;0,535;0,455;0,759;0,443
1991;0;0,41;7,3;55,76;0,12058;Icatu;1;20670;0,5921;Nordeste;64,23;81,97;1,1099;Maranhão;0,21;0,054;0,513;0,335
2000;0;0,6;5,06;61,42;0,0717;Icatu;1;21369;0,4193;Nordeste;96,68;70,78;0,9837;Maranhão;0,348;0,173;0,607;0,4
2010;0,546;0,59;9,75;68,59;0,03711;Icatu;1;25141;0,3095;Nordeste;154,09;46,99;0,7442;Maranhão;0,546;0,472;0,727;0,475
1991;0;0,62;6,72;60,57;0,08728;Imperatriz;1;223007;0,3293;Nordeste;278,01;92,66;0,8031;Maranhão;0,444;0,259;0,593;0,57
2000;0;0,6;9,47;67,74;0,04342;Imperatriz;1;228446;0,2187;Nordeste;386,04;84,48;0,602;Maranhão;0,591;0,465;0,712;0,623
2010;0,731;0,56;9,9;73,17;0,02126;Imperatriz;1;246317;0,1433;Nordeste;613,87;81,33;0,4852;Maranhão;0,731;0,698;0,803;0,697
1991;0;0,5;7,38;58,79;0,0989;Itapecuru Mirim;1;44883;0,6093;Nordeste;102,83;87,55;1,029;Maranhão;0,338;0,168;0,563;0,41
2000;0;0,57;8,33;62,12;0,0685;Itapecuru Mirim;1;52372;0,4801;Nordeste;133,89;71,27;0,8458;Maranhão;0,431;0,286;0,619;0,453
2010;0,599;0,56;9,59;69,81;0,03267;Itapecuru Mirim;1;62070;0,3646;Nordeste;221,87;65,51;0,6426;Maranhão;0,599;0,539;0,747;0,534
1991;0;0,47;4,78;60,24;0,08936;Itinga Do Maranhão;1;12720;0,5364;Nordeste;222,86;93,85;0,8477;Maranhão;0,313;0,098;0,587;0,535
2000;0;0,69;7,04;62,3;0,06775;Itinga Do Maranhão;1;22937;0,3642;Nordeste;364,43;90,08;0,6904;Maranhão;0,48;0,29;0,622;0,614
2010;0,63;0,52;9,42;70,85;0,02911;Itinga Do Maranhão;1;24760;0,3081;Nordeste;336,91;72,77;0,5979;Maranhão;0,63;0,545;0,764;0,601
1991;0;0,51;4,61;55,06;0,12591;Jenipapo Dos Vieiras;1;12639;0,7002;Nordeste;60,39;97,79;1,134;Maranhão;0,17;0,03;0,501;0,325
2000;0;0,6;4,36;62,85;0,06443;Jenipapo Dos Vieiras;1;11593;0,5636;Nordeste;120,5;69,73;0,9131;Maranhão;0,335;0,137;0,631;0,436
2010;0,49;0,67;6,75;70,96;0,02875;Jenipapo Dos Vieiras;1;15389;0,4359;Nordeste;127,24;50,79;0,7582;Maranhão;0,49;0,346;0,766;0,445
1991;0;0,5;6,04;58,15;0,10325;João Lisboa;1;20103;0,5569;Nordeste;124,18;87,02;1,0206;Maranhão;0,299;0,11;0,553;0,441
2000;0;0,53;7,94;64,07;0,05898;João Lisboa;1;21594;0,4115;Nordeste;192,68;75,73;0,7505;Maranhão;0,454;0,281;0,651;0,511
2010;0,641;0,44;9,35;72,07;0,02525;João Lisboa;1;20355;0,2928;Nordeste;303,91;69,56;0,6127;Maranhão;0,641;0,573;0,785;0,585
1991;0;0,48;5,62;55,32;0,12392;Joselândia;1;15267;0,6526;Nordeste;91,81;86,49;1,007;Maranhão;0,251;0,08;0,505;0,392
2000;0;0,58;5,36;62,08;0,06826;Joselândia;1;14499;0,5455;Nordeste;101,84;63,74;0,7803;Maranhão;0,367;0,196;0,618;0,409
2010;0,561;0,57;9,33;69,59;0,03343;Joselândia;1;15405;0,4323;Nordeste;221,23;58,23;0,6359;Maranhão;0,561;0,445;0,743;0,533
1991;0;0,54;6,35;57,75;0,10606;Lago Da Pedra;1;33934;0,6198;Nordeste;109,79;86,62;0,9392;Maranhão;0,31;0,13;0,546;0,421
2000;0;0,61;6,9;61,54;0,07133;Lago Da Pedra;1;37495;0,4861;Nordeste;196,3;71,91;0,7649;Maranhão;0,43;0,254;0,609;0,514
2010;0,589;0,55;9,53;68,45;0,03764;Lago Da Pedra;1;46009;0,4016;Nordeste;263,13;58,77;0,634;Maranhão;0,589;0,502;0,724;0,561
1991;0;0,4;5,89;54,21;0,13258;Lago Verde;1;11766;0,6633;Nordeste;79,85;89,44;1,117;Maranhão;0,257;0,094;0,487;0,37
2000;0;0,56;5,95;62,02;0,06841;Lago Verde;1;13543;0,5585;Nordeste;91,13;71,58;0,849;Maranhão;0,348;0,175;0,617;0,391
2010;0,557;0,51;8,54;68,86;0,03608;Lago Verde;1;15404;0,4451;Nordeste;188,31;55,27;0,7253;Maranhão;0,557;0,466;0,731;0,508
1991;0;0,49;4,69;57,05;0,11105;Maracaçumé;1;11174;0,5082;Nordeste;117,61;93,55;1,0445;Maranhão;0,278;0,093;0,534;0,432
2000;0;0,63;5,71;61,04;0,07387;Maracaçumé;1;15471;0,4244;Nordeste;195,34;80,77;0,7978;Maranhão;0,391;0,194;0,601;0,513
2010;0,582;0,47;9,26;68,14;0,03883;Maracaçumé;1;19084;0,3406;Nordeste;239,38;66,59;0,6993;Maranhão;0,582;0,501;0,719;0,546
1991;0;0,53;6,64;59,41;0,09473;Matinha;1;16494;0,452;Nordeste;70,3;84,56;0,9995;Maranhão;0,31;0,148;0,574;0,349
2000;0;0,53;7,78;62,01;0,06914;Matinha;1;20007;0,328;Nordeste;112,95;67,71;0,7558;Maranhão;0,443;0,331;0,617;0,425
2010;0,619;0,64;9,65;68,88;0,036;Matinha;1;21821;0,2442;Nordeste;294,51;52,16;0,6054;Maranhão;0,619;0,56;0,731;0,579
1991;0;0,52;4,03;59,93;0,09138;Matões;1;28144;0,6986;Nordeste;83,76;89,42;1,0234;Maranhão;0,222;0,05;0,582;0,377
2000;0;0,5;5,18;63,14;0,0636;Matões;1;28386;0,5717;Nordeste;113,76;68,04;0,7953;Maranhão;0,33;0,132;0,636;0,427
2010;0,55;0,56;8,9;69,34;0,03433;Matões;1;30985;0,4623;Nordeste;202,66;52,81;0,7331;Maranhão;0,55;0,434;0,739;0,519
1991;0;0,48;6,19;56,76;0,11316;Mirador;1;16322;0,6093;Nordeste;80,43;84,68;1,0055;Maranhão;0,26;0,09;0,529;0,371
